DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
15-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,420,70,,,
15-04-18,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,23,3,,,
15-04-18,33,Kandahar,3315,Ghorak,33,Kandahar,3301,Kandahar / Dand,56,9,13,15,28
15-04-18,31,Farah,3106,Qala-e-Kah,34,Nimroz,3401,Zaranj,15,4,5,4,6
15-04-18,31,Farah,3101,Farah,34,Nimroz,3401,Zaranj,69,12,18,18,33
15-04-18,31,Farah,3103,Balabuluk,34,Nimroz,3401,Zaranj,65,10,15,20,30
16-04-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,22,4,,,
16-04-18,26,Khost,2613,Jajimaydan,26,Khost,2601,Khost (Matun),2100,300,280,300,1520
17-04-18,33,Kandahar,3307,Khakrez,33,Kandahar,3301,Kandahar / Dand,8,1,1,2,5
17-04-18,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,8,1,,,
17-04-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,125,19,,,
18-04-18,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,28,4,,,
18-04-18,23,Uruzgan,2301,Tirinkot,33,Kandahar,3301,Kandahar / Dand,13,2,4,3,6
18-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,601,Jalalabad,70,10,10,10,50
18-04-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,132,22,,,
20-04-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,14,3,,,
20-04-18,32,Hilmand,3203,Nad-e-Ali / Marja,34,Nimroz,3401,Zaranj,6,1,1,1,4
20-04-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,49,7,10,13,26
20-04-18,7,Laghman,704,Alingar,7,Laghman,703,Qarghayi,70,10,10,13,47
20-04-18,20,Sar-e-Pul,2001,Sar-e-Pul,6,Nangarhar,601,Jalalabad,14,2,2,2,10
20-04-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,93,17,,,
20-04-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,490,70,75,80,335
20-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,7,1,1,1,5
21-04-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,35,5,5,5,25
21-04-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,42,6,6,6,30
21-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,175,25,25,25,125
21-04-18,6,Nangarhar,610,Hesarak,6,Nangarhar,603,Surkhrod,28,4,4,4,20
22-04-18,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,189,27,,,
22-04-18,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,637,91,,,
22-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,605,Chaparhar,49,7,7,7,35
23-04-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,448,64,,,
23-04-18,13,Kunar,1314,Nurgal,6,Nangarhar,601,Jalalabad,28,4,4,4,20
23-04-18,33,Kandahar,3308,Maywand,33,Kandahar,3301,Kandahar / Dand,6,1,1,1,4
23-04-18,7,Laghman,704,Alingar,14,Nuristan,1405,Wama,21,4,4,5,12
24-04-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,28,4,4,4,20
24-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,602,Behsud,28,4,4,4,20
24-04-18,2,Kapisa,206,Alasay,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,35,5,,,
24-04-18,10,Bamyan,1007,Waras,10,Bamyan,1001,Bamyan,8,1,3,1,4
24-04-18,4,Wardak,403,Nerkh,1,Kabul,101,Kabul,49,7,,,
25-04-18,34,Nimroz,3405,Khashrod / Dularam,34,Nimroz,3401,Zaranj,26,4,6,7,13
25-04-18,21,Ghor,2101,Chaghcharan,34,Nimroz,3401,Zaranj,8,1,2,2,4
25-04-18,30,Hirat,3015,Shindand,34,Nimroz,3401,Zaranj,16,3,3,4,9
25-04-18,2,Kapisa,205,Tagab,2,Kapisa,201,Mahmud-e-Raqi,105,15,,,
25-04-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,14,2,2,2,10
25-04-18,29,Badghis,2906,Balamurghab,34,Nimroz,3401,Zaranj,70,12,15,18,37
25-04-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,441,63,,,
25-04-18,28,Faryab,2803,Pashtunkot,28,Faryab,2801,Maymana,1855,265,,,
25-04-18,28,Faryab,2807,Kohestan,28,Faryab,2801,Maymana,343,49,,,
25-04-18,28,Faryab,2809,Bilcheragh,28,Faryab,2801,Maymana,49,7,,,
25-04-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,1176,168,,,
25-04-18,28,Faryab,2804,Shirintagab,28,Faryab,2804,Shirintagab,1078,154,,,
25-04-18,28,Faryab,2804,Shirintagab,28,Faryab,2811,Andkhoy,210,30,,,
25-04-18,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,147,21,,,
25-04-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,364,52,,,
25-04-18,28,Faryab,2803,Pashtunkot,28,Faryab,2803,Pashtunkot,5922,846,,,
25-04-18,28,Faryab,2808,Garziwan,28,Faryab,2801,Maymana,189,27,,,
25-04-18,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,49,7,,,
26-04-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,21,3,5,8,8
26-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,604,Khogyani,35,5,5,5,25
26-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,861,123,,,
26-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,2597,371,,,
26-04-18,12,Paktya,1207,Lija Ahmad Khel / Laja Mangel,1,Kabul,101,Kabul,14,2,2,2,10
27-04-18,20,Sar-e-Pul,2001,Sar-e-Pul,20,Sar-e-Pul,2001,Sar-e-Pul,224,32,,,
27-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,11,2,,,
27-04-18,6,Nangarhar,613,Dehbala,6,Nangarhar,601,Jalalabad,7,1,1,1,5
28-04-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,33,6,,,
28-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,231,33,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1518,Keshem,1365,195,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1509,Teshkan,3269,467,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1510,Darayem,1232,176,,,
29-04-18,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,3647,521,,,
30-04-18,14,Nuristan,1408,Barg-e-Matal,14,Nuristan,1401,Poruns,81,15,17,14,50
30-04-18,30,Hirat,3012,Obe,29,Badghis,2901,Qala-e-Naw,6,1,,,
30-04-18,14,Nuristan,1406,Waygal,14,Nuristan,1401,Poruns,93,17,17,17,59
30-04-18,14,Nuristan,1407,Kamdesh,14,Nuristan,1401,Poruns,109,16,16,16,77
01-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,603,Surkhrod,21,3,3,3,15
01-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,,,
01-05-18,7,Laghman,704,Alingar,7,Laghman,702,Alishang,3500,500,,,
01-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,14,2,2,2,10
01-05-18,6,Nangarhar,617,Achin,6,Nangarhar,603,Surkhrod,21,3,3,3,15
02-05-18,6,Nangarhar,610,Hesarak,6,Nangarhar,604,Khogyani,28,4,7,7,14
02-05-18,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,35,6,,,
02-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,604,Khogyani,42,6,4,4,34
02-05-18,7,Laghman,702,Alishang,6,Nangarhar,601,Jalalabad,35,5,5,5,20
03-05-18,9,Baghlan,901,Pul-e-Khumri,9,Baghlan,901,Pul-e-Khumri,560,80,,,
03-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,70,10,2,2,66
03-05-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,28,4,2,2,24
03-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,112,16,,,
03-05-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,49,7,10,10,29
04-05-18,6,Nangarhar,619,Muhmand Dara,6,Nangarhar,602,Behsud,7,1,1,1,5
04-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,602,Behsud,14,2,2,2,10
04-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,7,1,1,1,5
04-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,14,2,2,2,10
04-05-18,6,Nangarhar,606,Rodat,6,Nangarhar,602,Behsud,14,2,1,1,12
04-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,17,3,,,
05-05-18,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,75,13,,,
05-05-18,6,Nangarhar,604,Khogyani,1,Kabul,101,Kabul,140,20,30,40,70
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,612,Pachieragam,350,50,57,67,156
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,7,1,2,3,2
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,615,Batikot,392,56,73,80,243
05-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,605,Chaparhar,14,2,2,2,10
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,771,95,,,
05-05-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,21,4,,,
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,1015,145,123,234,658
05-05-18,13,Kunar,1312,Ghaziabad,14,Nuristan,1405,Wama,29,6,6,6,17
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,726,101,,,
06-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,603,Surkhrod,175,25,25,25,125
06-05-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,231,33,,,
06-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,14,2,2,2,10
06-05-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,224,32,32,32,160
06-05-18,13,Kunar,1306,Shigal Wa Sheltan,2,Kapisa,201,Mahmud-e-Raqi,21,3,,,
06-05-18,28,Faryab,2809,Bilcheragh,28,Faryab,2811,Andkhoy,105,15,,,
07-05-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2811,Andkhoy,70,10,,,
07-05-18,28,Faryab,2804,Shirintagab,28,Faryab,2811,Andkhoy,658,94,,,
08-05-18,31,Farah,3101,Farah,31,Farah,3101,Farah,154,26,,,
08-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,8,1,,,
08-05-18,9,Baghlan,906,Tala Wa barfak,9,Baghlan,901,Pul-e-Khumri,126,18,,,
08-05-18,13,Kunar,1311,Barkunar,14,Nuristan,1405,Wama,14,2,4,2,8
09-05-18,9,Baghlan,906,Tala Wa barfak,10,Bamyan,1006,Kahmard,368,56,183,59,75
09-05-18,9,Baghlan,906,Tala Wa barfak,10,Bamyan,1002,Sayghan,89,30,,,
09-05-18,13,Kunar,1314,Nurgal,13,Kunar,1314,Nurgal,294,42,128,36,33
10-05-18,13,Kunar,1314,Nurgal,13,Kunar,1314,Nurgal,197,25,0,0,0
10-05-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,192,35,,,
10-05-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,88,13,,,
10-05-18,19,Samangan,1907,Ruy-e-Duab,1,Kabul,101,Kabul,28,4,,,
10-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,42,6,9,11,22
10-05-18,13,Kunar,1313,Chapadara,14,Nuristan,1405,Wama,14,3,2,3,9
10-05-18,21,Ghor,2107,Pasaband,21,Ghor,2101,Chaghcharan,38,6,,,
10-05-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,21,3,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,291,42,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,546,91,,,
11-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,324,59,,,
11-05-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,84,11,,,
11-05-18,13,Kunar,1314,Nurgal,14,Nuristan,1405,Wama,35,4,6,5,24
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,482,74,,,
11-05-18,6,Nangarhar,604,Khogyani,1,Kabul,101,Kabul,35,5,,,
11-05-18,9,Baghlan,906,Tala Wa barfak,1,Kabul,101,Kabul,98,14,,,
11-05-18,21,Ghor,2102,Charsadra,21,Ghor,2101,Chaghcharan,10,2,,,
11-05-18,28,Faryab,2810,Dawlatabad,27,Jawzjan,2701,Shiberghan,1092,156,,,
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,480,80,,,
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,96,16,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,138,23,,,
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,740,125,,,
12-05-18,14,Nuristan,1405,Wama,14,Nuristan,1405,Wama,10,2,2,2,6
12-05-18,13,Kunar,1302,Watapur,13,Kunar,1301,Asadabad,30,6,6,6,18
12-05-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,5,1,,,
12-05-18,14,Nuristan,1406,Waygal,14,Nuristan,1405,Wama,6,2,2,2,2
13-05-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,16,3,,,
14-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,23,4,,,
15-05-18,24,Zabul,2408,Daychopan,24,Zabul,2401,Qalat,182,26,55,50,77
15-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,216,38,,,
15-05-18,13,Kunar,1302,Watapur,13,Kunar,1304,Sarkani,7,1,1,1,5
15-05-18,7,Laghman,702,Alishang,1,Kabul,101,Kabul,21,3,,,
15-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,60,11,,,
15-05-18,24,Zabul,2408,Daychopan,24,Zabul,2401,Qalat,118,13,15,23,80
16-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,78,14,,,
17-05-18,13,Kunar,1314,Nurgal,6,Nangarhar,608,Kuzkunar,90,14,,,
17-05-18,13,Kunar,1314,Nurgal,6,Nangarhar,602,Behsud,90,15,,,
18-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,65,11,,,
18-05-18,32,Hilmand,3203,Nad-e-Ali / Marja,32,Hilmand,3201,Lashkargah,336,48,46,50,240
19-05-18,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,76,12,,,
19-05-18,31,Farah,3101,Farah,30,Hirat,3001,Hirat,413,59,,,
20-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,601,Jalalabad,196,28,28,28,140
20-05-18,28,Faryab,2812,Qaramqol,28,Faryab,2811,Andkhoy,434,62,,,
20-05-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,1337,191,,,
20-05-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,186,26,,,
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1613,Dasht-e-Qala,630,90,,,
20-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,181,29,,,
20-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,14,2,4,6,4
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1609,Rostaq,588,84,,,
20-05-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1518,Keshem,77,11,,,
20-05-18,16,Takhar,1607,Farkhar,16,Takhar,1601,Taloqan,224,32,,,
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1601,Taloqan,756,108,,,
20-05-18,15,Badakhshan,1505,Kohestan,15,Badakhshan,1501,Fayzabad,343,49,,,
20-05-18,21,Ghor,2106,Taywarah,21,Ghor,2101,Chaghcharan,6,1,,,
20-05-18,2,Kapisa,205,Tagab,3,Parwan,302,Jabalussaraj,154,22,,,
20-05-18,29,Badghis,2905,Jawand,21,Ghor,2101,Chaghcharan,10,2,,,
20-05-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,77,11,,,
21-05-18,13,Kunar,1313,Chapadara,14,Nuristan,1401,Poruns,5,1,1,1,3
24-05-18,31,Farah,3101,Farah,31,Farah,3101,Farah,187,29,,,
25-05-18,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,94,17,,,
26-05-18,28,Faryab,2804,Shirintagab,18,Balkh,1802,Nahr-e-Shahi,749,107,,,
27-05-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,252,36,,,
27-05-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,266,38,,,
27-05-18,17,Kunduz,1706,Khanabad,17,Kunduz,1706,Khanabad,2373,339,,,
28-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,264,48,,,
29-05-18,23,Uruzgan,2304,Dehrawud,33,Kandahar,3301,Kandahar / Dand,96,11,10,18,68
29-05-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,10,2,,,
30-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,6,1,,,
30-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,,,
30-05-18,2,Kapisa,206,Alasay,3,Parwan,301,Charikar,126,18,,,
31-05-18,29,Badghis,2907,Ghormach,29,Badghis,2901,Qala-e-Naw,12,2,,,
01-06-18,13,Kunar,1306,Shigal Wa Sheltan,3,Parwan,304,Bagram,140,20,,,
01-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,14,2,2,2,10
01-06-18,23,Uruzgan,2302,Chora / Chinarto,24,Zabul,2401,Qalat,119,17,41,33,45
01-06-18,32,Hilmand,3201,Lashkargah,24,Zabul,2401,Qalat,42,6,12,13,17
01-06-18,23,Uruzgan,2302,Chora / Chinarto,23,Uruzgan,2301,Tirinkot,389,53,110,117,162
01-06-18,23,Uruzgan,2305,Khasuruzgan,23,Uruzgan,2301,Tirinkot,18,3,4,8,6
01-06-18,23,Uruzgan,2305,Khasuruzgan,23,Uruzgan,2301,Tirinkot,49,6,14,13,22
01-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,601,Jalalabad,21,3,3,3,15
01-06-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,5,1,,,
01-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,1015,145,147,177,691
01-06-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,22,3,,,
01-06-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,104,14,,,
01-06-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,67,10,,,
01-06-18,31,Farah,3101,Farah,31,Farah,3101,Farah,330,52,,,
02-06-18,32,Hilmand,3210,Kajaki,33,Kandahar,3301,Kandahar / Dand,6,1,0,1,5
02-06-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,14,2,3,3,15
02-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,49,7,7,7,35
02-06-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,70,10,10,10,50
02-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,606,Rodat,35,5,5,5,25
04-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,602,Behsud,30,5,5,5,25
04-06-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,315,45,45,45,225
04-06-18,7,Laghman,701,Mehtarlam / Bad Pash,7,Laghman,701,Mehtarlam / Bad Pash,175,25,25,25,125
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,601,Jalalabad,35,5,5,5,25
05-06-18,24,Zabul,2411,Nawbahar,24,Zabul,2401,Qalat,13,1,3,4,6
05-06-18,9,Baghlan,904,Doshi,1,Kabul,101,Kabul,35,5,,,
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,14,2,2,2,10
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,606,Rodat,28,4,4,4,20
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,21,3,3,3,15
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,601,Jalalabad,1182,220,242,241,699
05-06-18,2,Kapisa,205,Tagab,1,Kabul,101,Kabul,56,8,,,
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,605,Chaparhar,49,7,7,7,35
05-06-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,7,1,,,
05-06-18,32,Hilmand,3204,Nawa-e-Barakzaiy,33,Kandahar,3301,Kandahar / Dand,11,2,1,2,8
06-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,35,5,5,5,25
06-06-18,24,Zabul,2401,Qalat,33,Kandahar,3301,Kandahar / Dand,5,1,0,1,4
06-06-18,24,Zabul,2402,Arghandab,24,Zabul,2401,Qalat,52,8,10,10,32
06-06-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,105,15,,,
06-06-18,24,Zabul,2403,Mizan,24,Zabul,2401,Qalat,32,3,6,4,22
06-06-18,23,Uruzgan,2302,Chora / Chinarto,24,Zabul,2401,Qalat,8,1,2,2,4
07-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,603,Surkhrod,21,3,3,3,15
07-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,601,Jalalabad,35,5,5,5,25
07-06-18,17,Kunduz,1704,Chardarah,1,Kabul,101,Kabul,14,2,,,
07-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,28,4,4,4,20
07-06-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,105,15,15,15,75
08-06-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,159,26,,,
09-06-18,23,Uruzgan,2303,Shahid-e-Hassas,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
09-06-18,31,Farah,3109,Gulestan,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
